num_of_run|moves_in_game|end|time
1124|73|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:37.202944
1125|55|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:37.712507
1126|82|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:38.437007
1127|85|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:39.229122
1128|53|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:39.741723
1129|46|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:40.198979
1130|73|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:40.888175
1131|82|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:41.624159
1132|92|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:42.531969
1133|80|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:43.247187
1134|67|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:43.881177
1135|59|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:44.423164
1136|48|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:44.926228
1137|70|[1, 1, 0, 0, 0, 0]|2020-05-23 16:45:45.654803
1138|54|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:46.232447
1139|66|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:46.976118
1140|83|[0, 0, 0, 1, 1, 1]|2020-05-23 16:45:47.877653
1141|64|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:48.483050
1142|77|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:49.189554
1143|60|[0, 0, 0, 1, 1, 1]|2020-05-23 16:45:50.155227
1144|79|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:51.246379
1145|72|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:51.869265
1146|61|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:52.407433
1147|84|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:53.187851
1148|65|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:53.818618
1149|67|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:54.458680
1150|81|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:55.209308
1151|85|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:55.962302
1152|67|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:56.590592
1153|70|[1, 0, 0, 0, 0, 0]|2020-05-23 16:45:57.228526
1154|81|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:57.956728
1155|60|[0, 0, 0, 1, 0, 0]|2020-05-23 16:45:58.589273
1156|61|[0, 0, 0, 1, 1, 0]|2020-05-23 16:45:59.104125
1157|49|[0, 0, 0, 1, 1, 1]|2020-05-23 16:45:59.553549
1158|53|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:00.017522
1159|65|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:00.646591
1160|98|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:01.650834
1161|80|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:02.478790
1162|63|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:03.099629
1163|55|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:03.606982
1164|72|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:04.204189
1165|62|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:04.718743
1166|55|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:05.176651
1167|52|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:05.665654
1168|71|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:06.277094
1169|60|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:06.797290
1170|98|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:07.651872
1171|84|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:08.352998
1172|50|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:08.766064
1173|80|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:09.417983
1174|89|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:10.149775
1175|75|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:10.838049
1176|68|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:11.508951
1177|59|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:11.982517
1178|77|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:12.631703
1179|97|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:13.539604
1180|84|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:14.310111
1181|94|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:15.125769
1182|54|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:15.567681
1183|88|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:16.298560
1184|93|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:17.141397
1185|53|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:17.630990
1186|115|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:18.570255
1187|82|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:19.211371
1188|55|[1, 1, 1, 0, 0, 0]|2020-05-23 16:46:19.672464
1189|58|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:20.145187
1190|66|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:20.658165
1191|58|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:21.088573
1192|57|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:21.557958
1193|60|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:22.135177
1194|52|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:22.592279
1195|59|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:23.144639
1196|53|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:23.663952
1197|89|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:24.873140
1198|90|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:25.688149
1199|75|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:26.426693
1200|107|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:27.880364
1201|57|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:29.347052
1202|67|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:30.743750
1203|106|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:31.636526
1204|101|[1, 1, 1, 0, 0, 0]|2020-05-23 16:46:32.535468
1205|72|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:33.140739
1206|102|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:34.109612
1207|71|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:34.710585
1208|56|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:35.219842
1209|53|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:35.654041
1210|112|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:36.617682
1211|56|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:37.133207
1212|92|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:38.013380
1213|58|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:38.575705
1214|69|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:39.195797
1215|66|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:39.737251
1216|107|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:40.772071
1217|45|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:41.172205
1218|61|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:41.698475
1219|60|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:42.173384
1220|87|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:43.018524
1221|50|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:43.447303
1222|74|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:44.174177
1223|85|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:44.978324
1224|60|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:45.508832
1225|76|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:46.210583
1226|54|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:46.687878
1227|62|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:47.221618
1228|125|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:48.262373
1229|92|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:49.024842
1230|60|[1, 1, 1, 0, 0, 0]|2020-05-23 16:46:49.567948
1231|117|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:50.544684
1232|75|[1, 1, 1, 0, 0, 0]|2020-05-23 16:46:51.197098
1233|48|[1, 1, 1, 0, 0, 0]|2020-05-23 16:46:51.626595
1234|42|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:52.019821
1235|92|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:52.799711
1236|59|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:53.304857
1237|92|[1, 1, 0, 0, 0, 0]|2020-05-23 16:46:54.011769
1238|79|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:54.657306
1239|53|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:55.093609
1240|88|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:55.853682
1241|78|[1, 0, 0, 0, 0, 0]|2020-05-23 16:46:56.501215
1242|76|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:57.199482
1243|83|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:57.895335
1244|43|[0, 0, 0, 1, 1, 1]|2020-05-23 16:46:58.263471
1245|106|[0, 0, 0, 1, 0, 0]|2020-05-23 16:46:59.440733
1246|48|[0, 0, 0, 1, 1, 0]|2020-05-23 16:46:59.976371
1247|79|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:00.772280
1248|78|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:01.496339
1249|53|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:01.969086
1250|68|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:02.542805
1251|90|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:03.451759
1252|91|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:04.176448
1253|93|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:04.964886
1254|49|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:05.413432
1255|41|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:05.764005
1256|75|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:06.368550
1257|102|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:07.165867
1258|138|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:08.286777
1259|83|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:08.948820
1260|98|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:09.690914
1261|137|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:10.860038
1262|121|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:11.829153
1263|63|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:12.342162
1264|70|[1, 1, 1, 0, 0, 0]|2020-05-23 16:47:12.923530
1265|75|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:13.506866
1266|53|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:13.951041
1267|62|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:14.459912
1268|48|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:14.875012
1269|69|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:15.414056
1270|60|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:15.911835
1271|69|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:16.432212
1272|83|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:17.120286
1273|58|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:17.585637
1274|80|[1, 1, 1, 0, 0, 0]|2020-05-23 16:47:18.268473
1275|60|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:18.765806
1276|55|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:19.209929
1277|61|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:19.682050
1278|60|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:20.215608
1279|113|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:21.182654
1280|49|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:21.617957
1281|54|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:22.044929
1282|83|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:22.730798
1283|102|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:23.509028
1284|80|[1, 1, 1, 0, 0, 0]|2020-05-23 16:47:24.172761
1285|97|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:24.991753
1286|44|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:25.356135
1287|38|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:25.696710
1288|115|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:26.616777
1289|76|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:27.252224
1290|81|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:27.942683
1291|57|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:28.400124
1292|49|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:28.784685
1293|63|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:29.298031
1294|87|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:29.981021
1295|102|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:30.828480
1296|67|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:31.369491
1297|66|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:31.982112
1298|70|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:32.534933
1299|104|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:33.426845
1300|129|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:34.479837
1301|65|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:35.031004
1302|65|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:35.587280
1303|62|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:36.217258
1304|68|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:36.957456
1305|62|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:37.464221
1306|106|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:38.328371
1307|63|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:38.906090
1308|113|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:39.795738
1309|43|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:40.182783
1310|61|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:40.639644
1311|50|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:41.059945
1312|80|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:41.729067
1313|97|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:42.465786
1314|98|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:43.259297
1315|73|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:43.911830
1316|73|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:44.586668
1317|75|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:45.261008
1318|87|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:45.948536
1319|76|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:46.625319
1320|56|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:47.092197
1321|75|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:47.695143
1322|53|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:48.165711
1323|94|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:48.941379
1324|88|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:49.691874
1325|110|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:50.571713
1326|123|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:51.549314
1327|57|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:52.037200
1328|70|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:52.629144
1329|90|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:53.511283
1330|82|[0, 0, 0, 1, 1, 0]|2020-05-23 16:47:54.201091
1331|35|[1, 1, 0, 0, 0, 0]|2020-05-23 16:47:54.481541
1332|80|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:55.150871
1333|73|[1, 1, 1, 0, 0, 0]|2020-05-23 16:47:55.752603
1334|78|[1, 0, 0, 0, 0, 0]|2020-05-23 16:47:56.447063
1335|54|[0, 0, 0, 1, 1, 1]|2020-05-23 16:47:56.945621
1336|88|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:57.664909
1337|74|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:58.359343
1338|88|[0, 0, 0, 1, 0, 0]|2020-05-23 16:47:59.076674
1339|119|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:00.057928
1340|83|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:00.700897
1341|92|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:01.479721
1342|146|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:02.660976
1343|36|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:02.987782
1344|67|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:03.525354
1345|99|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:04.272712
1346|96|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:05.255813
1347|77|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:05.895877
1348|45|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:06.241822
1349|124|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:07.236514
1350|73|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:07.924757
1351|85|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:08.580716
1352|109|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:09.589038
1353|79|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:10.249615
1354|49|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:10.665453
1355|77|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:11.313856
1356|74|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:11.946573
1357|87|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:12.646885
1358|79|[1, 1, 1, 0, 0, 0]|2020-05-23 16:48:13.286910
1359|64|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:13.822876
1360|65|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:14.382878
1361|58|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:14.914944
1362|65|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:15.413346
1363|82|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:16.132338
1364|108|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:17.032934
1365|52|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:17.471120
1366|93|[1, 1, 1, 0, 0, 0]|2020-05-23 16:48:18.288068
1367|63|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:18.789835
1368|68|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:19.323775
1369|62|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:19.893661
1370|68|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:20.401690
1371|49|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:20.794916
1372|70|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:21.364180
1373|72|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:22.000078
1374|93|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:22.736450
1375|71|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:23.406759
1376|50|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:23.772474
1377|62|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:24.263288
1378|88|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:25.066032
1379|97|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:25.912395
1380|35|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:26.238316
1381|50|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:26.669714
1382|89|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:27.418754
1383|48|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:27.827024
1384|61|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:28.346294
1385|79|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:28.972140
1386|68|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:29.496683
1387|77|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:30.157705
1388|76|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:30.722162
1389|64|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:31.257046
1390|97|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:32.025275
1391|178|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:33.440772
1392|45|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:33.874417
1393|72|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:34.425559
1394|59|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:34.871850
1395|74|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:35.546930
1396|76|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:36.202322
1397|60|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:36.673628
1398|65|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:37.220956
1399|73|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:37.791594
1400|115|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:38.727016
1401|72|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:39.330356
1402|69|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:39.922069
1403|70|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:40.473743
1404|78|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:41.160827
1405|69|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:41.694828
1406|47|[1, 1, 1, 0, 0, 0]|2020-05-23 16:48:42.099809
1407|57|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:42.545927
1408|44|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:42.900149
1409|54|[1, 1, 1, 0, 0, 0]|2020-05-23 16:48:43.356747
1410|53|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:43.743356
1411|106|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:44.612129
1412|91|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:45.375124
1413|64|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:45.891254
1414|57|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:46.375457
1415|101|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:47.165590
1416|68|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:47.753787
1417|54|[0, 0, 0, 1, 1, 1]|2020-05-23 16:48:48.184725
1418|91|[1, 0, 0, 0, 0, 0]|2020-05-23 16:48:48.907322
1419|97|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:49.670678
1420|76|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:50.293197
1421|86|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:50.953295
1422|61|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:51.453695
1423|77|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:52.128080
1424|69|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:52.769361
1425|76|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:53.422264
1426|96|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:54.153639
1427|122|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:55.101497
1428|79|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:55.743373
1429|43|[1, 1, 0, 0, 0, 0]|2020-05-23 16:48:56.136827
1430|125|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:57.144213
1431|132|[0, 0, 0, 1, 1, 0]|2020-05-23 16:48:58.182476
1432|97|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:59.016366
1433|89|[0, 0, 0, 1, 0, 0]|2020-05-23 16:48:59.782573
1434|92|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:00.567782
1435|57|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:01.001153
1436|77|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:01.734006
1437|80|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:02.406708
1438|73|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:03.021306
1439|92|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:03.779076
1440|83|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:04.455306
1441|78|[1, 1, 1, 0, 0, 0]|2020-05-23 16:49:05.109422
1442|70|[0, 0, 0, 1, 1, 1]|2020-05-23 16:49:05.682302
1443|47|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:06.099780
1444|58|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:06.541944
1445|67|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:07.112376
1446|85|[0, 0, 0, 1, 1, 1]|2020-05-23 16:49:07.776000
1447|49|[1, 0, 0, 0, 0, 0]|2020-05-23 16:49:08.225560
1448|53|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:08.681304
1449|70|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:09.311451
1450|51|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:09.836183
1451|109|[0, 0, 0, 1, 1, 1]|2020-05-23 16:49:10.732825
1452|64|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:11.271157
1453|90|[1, 1, 1, 0, 0, 0]|2020-05-23 16:49:11.970281
1454|60|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:12.487995
1455|58|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:12.967436
1456|64|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:13.442653
1457|64|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:13.950921
1458|75|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:14.604157
1459|62|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:15.091562
1460|42|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:15.516782
1461|99|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:16.403506
1462|73|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:17.016441
1463|119|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:18.082816
1464|95|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:18.831030
1465|58|[0, 0, 0, 1, 1, 1]|2020-05-23 16:49:19.389862
1466|117|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:20.320125
1467|71|[0, 0, 0, 1, 1, 0]|2020-05-23 16:49:20.866110
1468|116|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:21.824023
1469|59|[1, 0, 0, 0, 0, 0]|2020-05-23 16:49:22.286673
1470|53|[1, 1, 0, 0, 0, 0]|2020-05-23 16:49:22.741113
1471|75|[1, 0, 0, 0, 0, 0]|2020-05-23 16:49:23.443323
1472|93|[0, 0, 0, 1, 0, 0]|2020-05-23 16:49:24.270557
